EAR,MAR,TIME
0.21214560168261665,0.1,14:32:58.722787
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.20828891728702492,0.03333333333333333,14:32:59.283830
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.20828891728702492,0.03333333333333333,14:32:59.283830
0.19244457460037082,0.06666666666666667,14:32:59.474842
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.20828891728702492,0.03333333333333333,14:32:59.283830
0.19244457460037082,0.06666666666666667,14:32:59.474842
0.21368879498482865,0.06666666666666667,14:32:59.705863
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.20828891728702492,0.03333333333333333,14:32:59.283830
0.19244457460037082,0.06666666666666667,14:32:59.474842
0.21368879498482865,0.06666666666666667,14:32:59.705863
0.20978081593208212,0.1,14:32:59.945880
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.20828891728702492,0.03333333333333333,14:32:59.283830
0.19244457460037082,0.06666666666666667,14:32:59.474842
0.21368879498482865,0.06666666666666667,14:32:59.705863
0.20978081593208212,0.1,14:32:59.945880
0.19700829185551758,0.11380711874576983,14:33:00.122906
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.20828891728702492,0.03333333333333333,14:32:59.283830
0.19244457460037082,0.06666666666666667,14:32:59.474842
0.21368879498482865,0.06666666666666667,14:32:59.705863
0.20978081593208212,0.1,14:32:59.945880
0.19700829185551758,0.11380711874576983,14:33:00.122906
0.2148093956768149,0.1,14:33:00.254381
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.20828891728702492,0.03333333333333333,14:32:59.283830
0.19244457460037082,0.06666666666666667,14:32:59.474842
0.21368879498482865,0.06666666666666667,14:32:59.705863
0.20978081593208212,0.1,14:32:59.945880
0.19700829185551758,0.11380711874576983,14:33:00.122906
0.2148093956768149,0.1,14:33:00.254381
0.21073287093632356,0.03333333333333333,14:33:00.408195
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.20828891728702492,0.03333333333333333,14:32:59.283830
0.19244457460037082,0.06666666666666667,14:32:59.474842
0.21368879498482865,0.06666666666666667,14:32:59.705863
0.20978081593208212,0.1,14:32:59.945880
0.19700829185551758,0.11380711874576983,14:33:00.122906
0.2148093956768149,0.1,14:33:00.254381
0.21073287093632356,0.03333333333333333,14:33:00.408195
0.22527790791114022,0.06666666666666667,14:33:00.566505
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.20828891728702492,0.03333333333333333,14:32:59.283830
0.19244457460037082,0.06666666666666667,14:32:59.474842
0.21368879498482865,0.06666666666666667,14:32:59.705863
0.20978081593208212,0.1,14:32:59.945880
0.19700829185551758,0.11380711874576983,14:33:00.122906
0.2148093956768149,0.1,14:33:00.254381
0.21073287093632356,0.03333333333333333,14:33:00.408195
0.22527790791114022,0.06666666666666667,14:33:00.566505
0.21924679077131884,0.1,14:33:00.726886
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.20828891728702492,0.03333333333333333,14:32:59.283830
0.19244457460037082,0.06666666666666667,14:32:59.474842
0.21368879498482865,0.06666666666666667,14:32:59.705863
0.20978081593208212,0.1,14:32:59.945880
0.19700829185551758,0.11380711874576983,14:33:00.122906
0.2148093956768149,0.1,14:33:00.254381
0.21073287093632356,0.03333333333333333,14:33:00.408195
0.22527790791114022,0.06666666666666667,14:33:00.566505
0.21924679077131884,0.1,14:33:00.726886
0.2037181041267217,0.11380711874576983,14:33:01.023226
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.20828891728702492,0.03333333333333333,14:32:59.283830
0.19244457460037082,0.06666666666666667,14:32:59.474842
0.21368879498482865,0.06666666666666667,14:32:59.705863
0.20978081593208212,0.1,14:32:59.945880
0.19700829185551758,0.11380711874576983,14:33:00.122906
0.2148093956768149,0.1,14:33:00.254381
0.21073287093632356,0.03333333333333333,14:33:00.408195
0.22527790791114022,0.06666666666666667,14:33:00.566505
0.21924679077131884,0.1,14:33:00.726886
0.2037181041267217,0.11380711874576983,14:33:01.023226
0.17521053149220792,0.1,14:33:01.276790
0.21214560168261665,0.1,14:32:58.722787
0.20577395983033758,0.1,14:32:59.003809
0.20828891728702492,0.03333333333333333,14:32:59.283830
0.19244457460037082,0.06666666666666667,14:32:59.474842
